1729289421.795199 server started (20998): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1729289421.795236 on Linux 6.11.0-8-generic #8-Ubuntu SMP PREEMPT_DYNAMIC Mon Sep 16 13:41:20 UTC 2024
1729289421.795247 using libevent 2.1.12-stable poll
1729289421.795251 using ncurses 6.5 20240427
1729289421.825332 format_expand1: expanding format: #{window_last_flag}
1729289421.825333 format_expand1: found #{}: window_last_flag
1729289421.825335 format_replace: format 'window_last_flag' found: 0
1729289421.825336 format_replace: replaced 'window_last_flag' with '0'
1729289421.825337 format_expand1: result is: 0
1729289421.825338 format_expand1: expanding format: #{!=:#{E:window-status-last-style},default}
1729289421.825339 format_expand1: found #{}: !=:#{E:window-status-last-style},default
1729289421.825340 format_replace: modifier 0 is !=
1729289421.825341 format_expand1: expanding format: #{E:window-status-last-style}
1729289421.825342 format_expand1: found #{}: E:window-status-last-style
1729289421.825343 format_replace: modifier 0 is E
1729289421.825345 format_replace: format 'window-status-last-style' found: default
1729289421.825346 format_expand1: expanding format: default
1729289421.825347 format_expand1: result is: default
1729289421.825348 format_replace: replaced 'E:window-status-last-style' with 'default'
1729289421.825349 format_expand1: result is: default
1729289421.825350 format_expand1: expanding format: default
1729289421.825351 format_expand1: result is: default
1729289421.825352 format_replace: compare != left is: default
1729289421.825353 format_replace: compare != right is: default
1729289421.825354 format_replace: replaced '!=:#{E:window-status-last-style},default' with '0'
1729289421.825355 format_expand1: result is: 0
1729289421.825356 format_replace: compare && left is: 0
1729289421.825357 format_replace: compare && right is: 0
1729289421.825358 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1729289421.825359 format_expand1: result is: 0
1729289421.825360 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1729289421.825362 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1729289421.825367 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1729289421.825369 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1729289421.825371 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1729289421.825372 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1729289421.825373 format_replace: modifier 0 is &&
1729289421.825375 format_expand1: expanding format: #{window_bell_flag}
1729289421.825376 format_expand1: found #{}: window_bell_flag
1729289421.825378 format_replace: format 'window_bell_flag' found: 0
1729289421.825379 format_replace: replaced 'window_bell_flag' with '0'
1729289421.825381 format_expand1: result is: 0
1729289421.825382 format_expand1: expanding format: #{!=:#{E:window-status-bell-style},default}
1729289421.825383 format_expand1: found #{}: !=:#{E:window-status-bell-style},default
1729289421.825384 format_replace: modifier 0 is !=
1729289421.825385 format_expand1: expanding format: #{E:window-status-bell-style}
1729289421.825386 format_expand1: found #{}: E:window-status-bell-style
1729289421.825387 format_replace: modifier 0 is E
1729289421.825388 format_replace: format 'window-status-bell-style' found: reverse
1729289421.825390 format_expand1: expanding format: reverse
1729289421.825391 format_expand1: result is: reverse
1729289421.825392 format_replace: replaced 'E:window-status-bell-style' with 'reverse'
1729289421.825393 format_expand1: result is: reverse
1729289421.825394 format_expand1: expanding format: default
1729289421.825395 format_expand1: result is: default
1729289421.825396 format_replace: compare != left is: reverse
1729289421.825396 format_replace: compare != right is: default
1729289421.825398 format_replace: replaced '!=:#{E:window-status-bell-style},default' with '1'
1729289421.825398 format_expand1: result is: 1
1729289421.825399 format_replace: compare && left is: 0
1729289421.825400 format_replace: compare && right is: 1
1729289421.825401 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1729289421.825402 format_expand1: result is: 0
1729289421.825403 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1729289421.825405 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1729289421.825407 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1729289421.825409 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1729289421.825413 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1729289421.825414 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1729289421.825415 format_replace: modifier 0 is &&
1729289421.825417 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1729289421.825418 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1729289421.825419 format_replace: modifier 0 is ||
1729289421.825421 format_expand1: expanding format: #{window_activity_flag}
1729289421.825421 format_expand1: found #{}: window_activity_flag
1729289421.825424 format_replace: format 'window_activity_flag' found: 0
1729289421.825425 format_replace: replaced 'window_activity_flag' with '0'
1729289421.825426 format_expand1: result is: 0
1729289421.825427 format_expand1: expanding format: #{window_silence_flag}
1729289421.825428 format_expand1: found #{}: window_silence_flag
1729289421.825430 format_replace: format 'window_silence_flag' found: 0
1729289421.825431 format_replace: replaced 'window_silence_flag' with '0'
1729289421.825432 format_expand1: result is: 0
1729289421.825433 format_replace: compare || left is: 0
1729289421.825433 format_replace: compare || right is: 0
1729289421.825435 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1729289421.825435 format_expand1: result is: 0
1729289421.825436 format_expand1: expanding format: #{!=:#{E:window-status-activity-style},default}
1729289421.825438 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
1729289421.825438 format_replace: modifier 0 is !=
1729289421.825440 format_expand1: expanding format: #{E:window-status-activity-style}
1729289421.825441 format_expand1: found #{}: E:window-status-activity-style
1729289421.825444 format_replace: modifier 0 is E
1729289421.825445 format_replace: format 'window-status-activity-style' found: reverse
1729289421.825447 format_expand1: expanding format: reverse
1729289421.825448 format_expand1: result is: reverse
1729289421.825449 format_replace: replaced 'E:window-status-activity-style' with 'reverse'
1729289421.825450 format_expand1: result is: reverse
1729289421.825451 format_expand1: expanding format: default
1729289421.825452 format_expand1: result is: default
1729289421.825453 format_replace: compare != left is: reverse
1729289421.825454 format_replace: compare != right is: default
1729289421.825455 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1729289421.825456 format_expand1: result is: 1
1729289421.825457 format_replace: compare && left is: 0
1729289421.825458 format_replace: compare && right is: 1
1729289421.825459 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1729289421.825460 format_expand1: result is: 0
1729289421.825461 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1729289421.825463 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1729289421.825464 format_expand1: result is: 
1729289421.825468 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1729289421.825469 format_expand1: found #*1[
1729289421.825470 format_expand1: found #{}: T:window-status-current-format
1729289421.825471 format_replace: modifier 0 is T
1729289421.825473 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1729289421.825474 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1729289421.825475 format_expand1: found #I: window_index
1729289421.825477 format_replace: format 'window_index' found: 0
1729289421.825478 format_replace: replaced 'window_index' with '0'
1729289421.825479 format_expand1: found #W: window_name
1729289421.825481 format_replace: format 'window_name' found: zsh
1729289421.825482 format_replace: replaced 'window_name' with 'zsh'
1729289421.825483 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1729289421.825484 format_replace: condition is: window_flags
1729289421.825486 format_replace: condition 'window_flags' found: *
1729289421.825487 format_replace: condition 'window_flags' is true
1729289421.825489 format_expand1: expanding format: #{window_flags}
1729289421.825490 format_expand1: found #{}: window_flags
1729289421.825491 format_replace: format 'window_flags' found: *
1729289421.825493 format_replace: replaced 'window_flags' with '*'
1729289421.825493 format_expand1: result is: *
1729289421.825495 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1729289421.825496 format_expand1: result is: 0:zsh*
1729289421.825497 format_replace: replaced 'T:window-status-current-format' with '0:zsh*'
1729289421.825498 format_expand1: found #*1[
1729289421.825499 format_expand1: found #*1[
1729289421.825500 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1729289421.825501 format_replace: condition is: window_end_flag
1729289421.825503 format_replace: condition 'window_end_flag' found: 1
1729289421.825504 format_replace: condition 'window_end_flag' is true
1729289421.825505 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1729289421.825507 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]
1729289421.825508 unref client 0x57762ddec760 (3 references)
1729289421.825517 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]'
1729289421.825521 format_expand1: found #*1[
1729289421.825523 format_expand1: found #{}: E:status-right-style
1729289421.825524 format_replace: modifier 0 is E
1729289421.825525 format_replace: format 'status-right-style' found: default
1729289421.825526 format_expand1: expanding format: default
1729289421.825527 format_expand1: result is: default
1729289421.825528 format_replace: replaced 'E:status-right-style' with 'default'
1729289421.825529 format_expand1: found #*1[
1729289421.825531 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1729289421.825532 format_expand1: expanding format: #{status-right-length}
1729289421.825533 format_expand1: found #{}: status-right-length
1729289421.825535 format_replace: format 'status-right-length' found: 40
1729289421.825536 format_replace: replaced 'status-right-length' with '40'
1729289421.825537 format_expand1: result is: 40
1729289421.825538 format_replace: modifier 0 is T
1729289421.825539 format_replace: modifier 1 is =
1729289421.825540 format_replace: modifier 1 argument 0: 40
1729289421.825542 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1729289421.825544 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1729289421.825553 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 03:40 19-Oct-24
1729289421.825555 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1729289421.825556 format_replace: condition is: window_bigger
1729289421.825558 format_replace: condition 'window_bigger' found: 0
1729289421.825559 format_replace: condition 'window_bigger' is false
1729289421.825561 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1729289421.825562 format_expand1: found #{}: =21:pane_title
1729289421.825563 format_expand1: expanding format: 21
1729289421.825565 format_expand1: result is: 21
1729289421.825566 format_replace: modifier 0 is =
1729289421.825567 format_replace: modifier 0 argument 0: 21
1729289421.825570 format_replace: format 'pane_title' found: bro-victusbyhpgaminglaptop15fa1xxx
1729289421.825571 format_replace: applied length limit 21: bro-victusbyhpgamingl
1729289421.825573 format_replace: replaced '=21:pane_title' with 'bro-victusbyhpgamingl'
1729289421.825574 format_expand1: result is: "bro-victusbyhpgamingl" 03:40 19-Oct-24
1729289421.825575 format_replace: applied length limit 40: "bro-victusbyhpgamingl" 03:40 19-Oct-24
1729289421.825576 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"bro-victusbyhpgamingl" 03:40 19-Oct-24'
1729289421.825578 format_expand1: found #*1[
1729289421.825582 format_expand1: found #*1[
1729289421.825586 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"bro-victusbyhpgamingl" 03:40 19-Oct-24#[pop-default]#[norange default]
1729289421.825589 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1729289421.825590 unref client 0x57762ddec760 (2 references)
1729289421.825592 status_redraw exit: force=0, changed=0
1729289421.825594 screen_redraw_set_context: /dev/pts/0 @0 ox=0 oy=0 sx=93 sy=23 1/0
1729289421.825596 /dev/pts/0 sync start
1729289421.825598 /dev/pts/0: \033P=1s\033\\
1729289421.825599 /dev/pts/0: \033[?25l
1729289421.825600 /dev/pts/0: current mode CURSOR,WRAP
1729289421.825601 /dev/pts/0: setting mode WRAP
1729289421.825601 /dev/pts/0: redrawing borders
1729289421.825603 screen_redraw_draw_borders: /dev/pts/0 @0
1729289421.825615 /dev/pts/0: redrawing panes
1729289421.825617 screen_redraw_draw_panes: /dev/pts/0 @0
1729289421.825617 screen_redraw_draw_pane: /dev/pts/0 @0 %0
1729289421.825619 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,0 at 0,0, width 93
1729289421.825621 tty_draw_line: px=0 py=0 nx=93 atx=0 aty=0
1729289421.825622 tty_draw_line: defaults: fg=8, bg=8
1729289421.825623 tty_draw_line: 93 to end of line (0 cleared)
1729289421.825626 tty_clear_line: /dev/pts/0, 93 at 0,0
1729289421.825627 /dev/pts/0: \033[K
1729289421.825628 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,1 at 0,1, width 93
1729289421.825630 tty_draw_line: px=0 py=1 nx=93 atx=0 aty=1
1729289421.825630 tty_draw_line: defaults: fg=8, bg=8
1729289421.825631 tty_draw_line: 93 to end of line (0 cleared)
1729289421.825632 tty_clear_line: /dev/pts/0, 93 at 0,1
1729289421.825634 /dev/pts/0: \r
1729289421.825634 /dev/pts/0: \n
1729289421.825635 /dev/pts/0: \033[K
